CAMIS,RESTAURANT,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE_DESCRIPTION,INSPECTION_DATE,ACTION,VIOLATION_CODE,VIOLATION_DESC,CRITICALFLAG,INSPECTIONTYPE,Latitude,Longitude
41586344,DIPPIN' DOTS,Bronx,2300,SOUTHERN BOULEVARD,10460,7187418170,American,8/25/21,No violations were recorded at the time of this inspection.,,,Not Applicable,Cycle Inspection / Initial Inspection,40.85055596,-73.88245143
50012789,DUNKIN,Queens,51-09,BROADWAY,11377,3472291865,American,8/16/21,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,Cycle Inspection / Initial Inspection,40.75412109,-73.90866772
50105240,YUGEN,Brooklyn,1452,MYRTLE AVENUE,11237,3477070687,Japanese,8/26/21,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,Pre-permit (Operational) / Initial Inspection,40.69896559,-73.91667766
41440450,"KFC, TACO BELL",Brooklyn,208,MCGUINNESS BOULEVARD,11222,7183836666,Tex-Mex,7/26/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.72946877,-73.95091595
50102340,LEVAIN BAKERY,Manhattan,340,LAFAYETTE STREET,10012,2672404113,Bakery,8/19/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.72603721,-73.99457737
50054233,KORYODANG BAKERY & CAFE,Queens,4106,163RD ST,11358,3477324301,Bakery,7/26/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.76118497,-73.80292003
50110461,TACO CITY CUISINE,Queens,4814,BROADWAY,11103,7186736063,Mexican,8/11/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Pre-permit (Operational) / Initial Inspection,40.75590543,-73.91250577
50108360,HALALBEES,Brooklyn,378,MYRTLE AVENUE,11205,5164749206,American,8/5/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Pre-permit (Operational) / Initial Inspection,40.69316507,-73.97108999
41611381,"BURGER KING, POPEYES",Brooklyn,8516,5 AVENUE,11209,7186305575,American,8/17/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.62196624,-74.02581716
50036647,SOUTHWEST PORCH,Manhattan,41,WEST   40 STREET,10018,2128400324,American,8/2/21,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,Cycle Inspection / Initial Inspection,40.75306938,-73.98388067
41621477,DUET,Brooklyn,6181,STRICKLAND AVENUE,11234,7186766219,Bakery,8/16/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.61311101,-73.9121966
41272913,SICILY'S BEST PIZZERIA & RESTAURANT,Brooklyn,190,CYPRESS AVENUE,11237,7184561833,Pizza,7/23/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.70531028,-73.91500338
41635392,JUICE GENERATION,Manhattan,1486,3 AVENUE,10028,2122494071,American,8/17/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.77736653,-73.95505444
50059061,POPEYES,Brooklyn,5100,KINGS PLAZA,11234,7183773508,Chicken,7/30/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.60992885,-73.92228162
40571528,GEORGES RESTAURANT,Brooklyn,5701,5 AVENUE,11220,7184391403,American,7/22/21,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,Cycle Inspection / Initial Inspection,40.6410884,-74.01447431
50112045,GRAND CHINA RESTAURANT,Queens,69-42,GRAND AVENUE,11378,7184247600,Chinese,8/4/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.72666637,-73.89406459
40386278,VENICE PIZZA,Bronx,1539,UNIONPORT ROAD,10462,7188285664,Pizza,8/10/21,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,Cycle Inspection / Initial Inspection,40.83676247,-73.85718579
40363098,DUNKIN',Brooklyn,56,COURT STREET,11201,7186252068,Bakery,7/26/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.69216379,-73.99117243
50100142,99 CENTS FRESH PIZZA,Manhattan,473A,LEX AVENUE,10017,3478220402,Pizza,1/25/21,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,Administrative Miscellaneous / Initial Inspection,40.75383342,-73.97429035
41559345,HEALTHY BLENDZ,Brooklyn,2912,GLENWOOD ROAD,11210,3472211342,Soups_Salads_Sandwiches_Beverages,8/11/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.63393308,-73.94853653
50087908,Kennedy Fried Chicken,Queens,13604,NORTHERN BLVD,11354,7188800490,Chicken,7/22/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.76297115,-73.83182633
41250435,VINNIE'S PIZZERIA,Brooklyn,148,BEDFORD AVENUE,11249,7187827078,Pizza,7/19/21,Violations were cited in the following area(s).,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,Cycle Inspection / Initial Inspection,40.71880767,-73.95668859
50033154,SANDWICH BAR,Queens,7132,MAIN ST,11367,3472852505,Soups_Salads_Sandwiches_Beverages,2/4/21,Violations were cited in the following area(s).,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,Administrative Miscellaneous / Initial Inspection,40.72713448,-73.82207105
50106491,E NOODLE 1,Queens,5908,KISSENA BLVD,11355,3473483298,Chinese,8/5/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.74050139,-73.81505244
40383609,REAL MADRID RESTAURANT,Staten Island,2073,FOREST AVENUE,10303,7184477885,Spanish,8/27/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.62628974,-74.15836786
50107657,STARBUCKS,Manhattan,383,W 31ST ST,10001,3476147657,Coffee/Tea,8/4/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Pre-permit (Operational) / Initial Inspection,40.75117384,-73.99692493
41567176,CARVEL,Queens,81-07,ROOSEVELT AVENUE,11372,7184586804,Frozen Desserts,8/19/21,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,Cycle Inspection / Initial Inspection,40.74755597,-73.8846766
41338149,PRET A MANGER,Manhattan,1020,6 AVENUE,10018,6466881061,Soups_Salads_Sandwiches_Beverages,7/20/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.75239717,-73.98586596
40404069,MUTUAL OF AMERICA,Manhattan,320,PARK AVENUE,10022,2122241059,American,8/12/21,Violations were cited in the following area(s).,02G,Cold food item held above 41¬∫ F (smoked fish and reduced oxygen packaged foods above 38 ¬∫F) except during necessary preparation.,Critical,Cycle Inspection / Initial Inspection,40.75744266,-73.97379805
50088012,SUGARFISH BY SUSHI NOZAWA,Manhattan,202,SPRING STREET,10012,8184451886,Japanese,7/22/21,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,Cycle Inspection / Initial Inspection,40.72527424,-74.00345991
50105860,POPEYES,Queens,16624,HILLSIDE AVE,11432,7187360999,American,7/21/21,Violations were cited in the following area(s).,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant. Effective hair restraint not worn in an area where food is prepared.,Critical,Pre-permit (Operational) / Initial Inspection,40.70958789,-73.79614053
50054419,KUZINA THE GREEK KITCHEN,Staten Island,895,HUGUENOT AVENUE,10312,7182272700,European,8/13/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.53253085,-74.19207907
50084126,CHIPOTLE MEXICAN GRILL #3044,Queens,16010,CROSSBAY BLVD,11414,7187381309,Mexican,8/23/21,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140¬∫ F.,Critical,Cycle Inspection / Initial Inspection,40.65712153,-73.83938177
50014461,YUMMY CHINESE RESTAURANT,Brooklyn,1195,FLATBUSH AVENUE,11226,7184348652,Chinese,8/23/21,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,Cycle Inspection / Initial Inspection,40.64116606,-73.95628156
