restaurant,BORO,INSPECTION DATE,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG
SWEET POLLY,Manhattan,7/20/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
SWEETGREEN,Brooklyn,7/27/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
SWEETGREEN,Manhattan,7/23/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
SWEETWATER RESTAURANT,Brooklyn,7/26/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
SWEETWATER RESTAURANT,Manhattan,7/27/21,10J,Hand wash sign not posted,Not Critical
SWEETWATER RESTAURANT,Brooklyn,7/20/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SWEETWATER RESTAURANT,Brooklyn,7/20/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
SWEETWATER RESTAURANT,Queens,7/29/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SYCAMORE,Brooklyn,7/21/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
SYCAMORE,Brooklyn,7/19/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
SZECHUAN KITCHEN,Brooklyn,7/26/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
SZECHUAN KITCHEN,Queens,7/30/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
T STEAKHOUSE,Queens,7/23/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
T STEAKHOUSE,Manhattan,7/21/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
T STEAKHOUSE,Bronx,7/30/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
T STEAKHOUSE,Manhattan,7/26/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
T STEAKHOUSE,Queens,3/25/21,22A,"Nuisance created or allowed to exist.  Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical
T-BONE DINER,Brooklyn,7/26/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
T-BONE DINER,Manhattan,7/29/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
T-BONE DINER,Queens,7/26/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
T-BONE DINER,Brooklyn,7/26/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
T-BONE DINER,Staten Island,7/22/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
TABOONETTE,Brooklyn,7/28/21,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical
TABOONETTE,Manhattan,7/22/21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical
TABOONETTE,Queens,7/28/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
TABOONETTE,Manhattan,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
TACO BELL,Brooklyn,7/30/21,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical
TACO BELL,Queens,7/23/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
TACO BELL,Bronx,7/27/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
TACO BELL,Manhattan,7/22/21,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical
TACO BELL,Bronx,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
TACO BELL,Brooklyn,7/29/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
TACO BELL,Manhattan,7/22/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
TACO BELL CANTINA,Staten Island,7/26/21,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical
"TACO BELL, PIATTINO, GREEN LEAFS",Queens,7/22/21,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical
"TACO BELL, PIATTINO, GREEN LEAFS",Manhattan,7/27/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
"TACO BELL, PIATTINO, GREEN LEAFS",Manhattan,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
TACO ZONE,Brooklyn,7/26/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
TACO ZONE,Queens,7/22/21,04M,Live roaches present in facility's food and/or non-food areas.,Critical
TACO ZONE,Brooklyn,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
TACOMBI AT FONDA NOLITA,Brooklyn,7/21/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
TACOMBI AT FONDA NOLITA,Brooklyn,7/20/21,04A,Food Protection Certificate not held by supervisor of food operations.,Critical
TACOS Y JUGOS GENESIS,Manhattan,7/23/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
TACOS Y JUGOS GENESIS,Bronx,7/28/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
TACOS Y JUGOS GENESIS,Staten Island,7/29/21,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical
TACOSSSSSSS,Bronx,7/29/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
TACOSSSSSSS,Manhattan,7/22/21,02G,Cold food item held above 41º F (smoked fish and reduced oxygen packaged foods above 38 ºF) except during necessary preparation.,Critical
TAJ MAHAL LOUNGE,Brooklyn,7/30/21,10J,Hand wash sign not posted,Not Critical
TAKAHACHI TRIBECA,Queens,7/26/21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical
TAKAHACHI TRIBECA,Brooklyn,7/29/21,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical
TAKAHACHI TRIBECA,Brooklyn,7/19/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
TAKAHACHI TRIBECA,Manhattan,7/27/21,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical
TAKAHACHI TRIBECA,Brooklyn,7/19/21,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility’s food and/or non-food areas.  Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies.  Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical
TANDOORI MASALA,Brooklyn,7/27/21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical
